OFFICIAL ELECTION RESULTS
Bucks
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","204","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","187","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","185","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","137","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","115","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","38","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","21","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","17","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","4","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","DISTRICT ATTORNEY (Dem)","JOE KHAN","173","24.89%"
"East Rockhill Twp #1","DISTRICT ATTORNEY (Dem)","Write-in","1","24.89%"
"East Rockhill Twp #1","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","220","24.89%"
"East Rockhill Twp #1","DISTRICT ATTORNEY (Rep)","Write-in","3","24.89%"
"East Rockhill Twp #1","SHERIFF (Dem)","DANIEL LEO CEISLER","182","24.89%"
"East Rockhill Twp #1","SHERIFF (Dem)","Write-in","1","24.89%"
"East Rockhill Twp #1","SHERIFF (Rep)","FRED HARRAN","233","24.89%"
"East Rockhill Twp #1","SHERIFF (Rep)","Write-in","5","24.89%"
"East Rockhill Twp #1","PROTHONOTARY (Dem)","DONNA PETRECCO","182","24.89%"
"East Rockhill Twp #1","PROTHONOTARY (Dem)","Write-in","1","24.89%"
"East Rockhill Twp #1","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","234","24.89%"
"East Rockhill Twp #1","PROTHONOTARY (Rep)","Write-in","2","24.89%"
"East Rockhill Twp #1","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","184","24.89%"
"East Rockhill Twp #1","RECORDER OF DEEDS (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","237","24.89%"
"East Rockhill Twp #1","RECORDER OF DEEDS (Rep)","Write-in","2","24.89%"
"East Rockhill Twp #1","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","184","24.89%"
"East Rockhill Twp #1","COUNTY CONTROLLER (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","237","24.89%"
"East Rockhill Twp #1","COUNTY CONTROLLER (Rep)","Write-in","2","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","CARLY TAYLOR","176","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","THOMAS TRAUGER","165","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","NATHANIEL LEFFEVER","163","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","DAN BEBERNITZ","157","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","DANIEL P. MAINIERI, III","34","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","2","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","BRIAN MCMULLEN","210","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","MICHAEL BONGIOVANNI","200","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","DANIEL P. MAINIERI, III","193","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","JONATHAN RUSSELL","191","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","THOMAS TRAUGER","48","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","CARLY TAYLOR","43","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","NATHANIEL LEFFEVER","35","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","DAN BEBERNITZ","29","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","GARY VOLOVNIK","187","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","28","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","18","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","KATHLEEN PERCETTI","238","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","0","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Dem)","KYLE ESPOSITO","175","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","0","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Rep)","VICKI SELLERS","223","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","5","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP DISTRICT 1 JUDGE OF ELECTIONS (Dem)","Write-in","11","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP DISTRICT 1 JUDGE OF ELECTIONS (Rep)","Write-in","111","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP DISTRICT 1 INSPECTOR OF ELECTIONS (Dem)","MONICA J. VOLOVNIK","172","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP DISTRICT 1 INSPECTOR OF ELECTIONS (Dem)","Write-in","1","24.89%"
"East Rockhill Twp #1","EAST ROCKHILL TOWNSHIP DISTRICT 1 INSPECTOR OF ELECTIONS (Rep)","Write-in","109","24.89%"
"East Rockhill Twp #2","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","199","24.04%"
"East Rockhill Twp #2","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","1","24.04%"
"East Rockhill Twp #2","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","149","24.04%"
"East Rockhill Twp #2","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","57","24.04%"
"East Rockhill Twp #2","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","196","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","1","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","126","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","81","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","163","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","161","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","152","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","149","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","54","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","46","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","27","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","25","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","169","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","168","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","167","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","135","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","87","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","26","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","18","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","15","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","4","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","24.04%"
"East Rockhill Twp #2","DISTRICT ATTORNEY (Dem)","JOE KHAN","189","24.04%"
"East Rockhill Twp #2","DISTRICT ATTORNEY (Dem)","Write-in","1","24.04%"
"East Rockhill Twp #2","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","202","24.04%"
"East Rockhill Twp #2","DISTRICT ATTORNEY (Rep)","Write-in","0","24.04%"
"East Rockhill Twp #2","SHERIFF (Dem)","DANIEL LEO CEISLER","196","24.04%"
"East Rockhill Twp #2","SHERIFF (Dem)","Write-in","3","24.04%"
"East Rockhill Twp #2","SHERIFF (Rep)","FRED HARRAN","204","24.04%"
"East Rockhill Twp #2","SHERIFF (Rep)","Write-in","2","24.04%"
"East Rockhill Twp #2","PROTHONOTARY (Dem)","DONNA PETRECCO","199","24.04%"
"East Rockhill Twp #2","PROTHONOTARY (Dem)","Write-in","1","24.04%"
"East Rockhill Twp #2","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","206","24.04%"
"East Rockhill Twp #2","PROTHONOTARY (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","198","24.04%"
"East Rockhill Twp #2","RECORDER OF DEEDS (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","209","24.04%"
"East Rockhill Twp #2","RECORDER OF DEEDS (Rep)","Write-in","0","24.04%"
"East Rockhill Twp #2","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","197","24.04%"
"East Rockhill Twp #2","COUNTY CONTROLLER (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","203","24.04%"
"East Rockhill Twp #2","COUNTY CONTROLLER (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","CARLY TAYLOR","192","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","NATHANIEL LEFFEVER","187","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","THOMAS TRAUGER","184","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","DAN BEBERNITZ","173","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","DANIEL P. MAINIERI, III","44","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","1","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","BRIAN MCMULLEN","172","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","MICHAEL BONGIOVANNI","167","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","JONATHAN RUSSELL","165","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","DANIEL P. MAINIERI, III","156","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","THOMAS TRAUGER","43","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","CARLY TAYLOR","38","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","NATHANIEL LEFFEVER","33","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","DAN BEBERNITZ","32","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","5","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","2","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","PENNRIDGE SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","GARY VOLOVNIK","195","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","38","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","20","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","KATHLEEN PERCETTI","208","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","1","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Dem)","KYLE ESPOSITO","185","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","2","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Rep)","VICKI SELLERS","190","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","0","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP DISTRICT 2 JUDGE OF ELECTIONS (Dem)","Write-in","7","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP DISTRICT 2 JUDGE OF ELECTIONS (Rep)","Write-in","107","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP DISTRICT 2 INSPECTOR OF ELECTIONS (Dem)","Write-in","8","24.04%"
"East Rockhill Twp #2","EAST ROCKHILL TOWNSHIP DISTRICT 2 INSPECTOR OF ELECTIONS (Rep)","Write-in","104","24.04%"
"Falls Twp 1st-1st","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","219","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","3","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","94","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","45","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","1","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","230","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","3","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","90","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","48","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","1","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","199","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","197","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","195","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","164","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","70","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","32","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","29","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","21","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","3","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","125","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","104","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","92","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","80","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","36","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","29","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","29","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","25","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","1","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","26.71%"
"Falls Twp 1st-1st","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","26.71%"
"Falls Twp 1st-1st","DISTRICT ATTORNEY (Dem)","JOE KHAN","216","26.71%"
"Falls Twp 1st-1st","DISTRICT ATTORNEY (Dem)","Write-in","6","26.71%"
"Falls Twp 1st-1st","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","121","26.71%"
"Falls Twp 1st-1st","DISTRICT ATTORNEY (Rep)","Write-in","2","26.71%"
"Falls Twp 1st-1st","SHERIFF (Dem)","DANIEL LEO CEISLER","231","26.71%"
"Falls Twp 1st-1st","SHERIFF (Dem)","Write-in","6","26.71%"
"Falls Twp 1st-1st","SHERIFF (Rep)","FRED HARRAN","140","26.71%"
"Falls Twp 1st-1st","SHERIFF (Rep)","Write-in","2","26.71%"
"Falls Twp 1st-1st","PROTHONOTARY (Dem)","DONNA PETRECCO","245","26.71%"
"Falls Twp 1st-1st","PROTHONOTARY (Dem)","Write-in","3","26.71%"
"Falls Twp 1st-1st","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","131","26.71%"
"Falls Twp 1st-1st","PROTHONOTARY (Rep)","Write-in","3","26.71%"
"Falls Twp 1st-1st","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","229","26.71%"
"Falls Twp 1st-1st","RECORDER OF DEEDS (Dem)","Write-in","3","26.71%"
"Falls Twp 1st-1st","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","133","26.71%"
"Falls Twp 1st-1st","RECORDER OF DEEDS (Rep)","Write-in","1","26.71%"
"Falls Twp 1st-1st","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","233","26.71%"
"Falls Twp 1st-1st","COUNTY CONTROLLER (Dem)","Write-in","3","26.71%"
"Falls Twp 1st-1st","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","132","26.71%"
"Falls Twp 1st-1st","COUNTY CONTROLLER (Rep)","Write-in","1","26.71%"
"Falls Twp 1st-1st","PENNSBURY SCHOOL DIRECTOR REGION 2 -  2 YEAR (Dem)","JIM BOICE","186","26.71%"
"Falls Twp 1st-1st","PENNSBURY SCHOOL DIRECTOR REGION 2 -  2 YEAR (Dem)","ANDREW DELL","73","26.71%"
"Falls Twp 1st-1st","PENNSBURY SCHOOL DIRECTOR REGION 2 -  2 YEAR (Dem)","Write-in","0","26.71%"
"Falls Twp 1st-1st"," PENNSBURY SCHOOL DIRECTOR REGION 2 - 2 YEAR  (Rep)","ANDREW DELL","120","26.71%"
"Falls Twp 1st-1st"," PENNSBURY SCHOOL DIRECTOR REGION 2 - 2 YEAR  (Rep)","JIM BOICE","30","26.71%"
"Falls Twp 1st-1st"," PENNSBURY SCHOOL DIRECTOR REGION 2 - 2 YEAR  (Rep)","Write-in","0","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","TIM LOTECKIE","202","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","JASON LAWSON","49","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","3","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","JOAN M. GRAVES","63","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","JENNIFER C. METZGER","62","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","5","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP TAX COLLECTOR  - 4 YEAR (Dem)","DONALD E. KRIER","134","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP TAX COLLECTOR  - 4 YEAR (Dem)","KIMBERLY SCARPIELLO","133","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP TAX COLLECTOR  - 4 YEAR (Dem)","Write-in","0","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","76","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP AUDITOR - 6 YEAR (Dem)","SEAN MURPHY","241","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","4","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP AUDITOR - 6 YEAR (Rep)","PAULA L. PAGE","118","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","2","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP 1-1 JUDGE OF ELECTIONS (Dem)","Write-in","22","26.71%"
"Falls Twp 1st-1st","FALLS TOWNSHIP 1-1 JUDGE OF ELECTIONS (Rep)","Write-in","38","26.71%"
